evid,latitude,longitude,depth,time,mag
668,35.9050,-117.6729,5.83,2000-12-14T02:08:01.120000,1.0
669,35.8807,-117.7012,6.66,2000-12-14T02:09:01.290000,1.0
670,35.6442,-117.4548,2.91,2000-12-14T02:10:01.070000,1.0
671,35.8703,-117.6672,10.31,2000-12-14T02:11:01.090000,1.0
672,35.6941,-117.5219,7.24,2000-12-14T02:12:01.170000,1.0
673,35.8324,-117.6297,5.87,2000-12-14T02:13:01.210000,1.0
674,36.0762,-117.8461,6.42,2000-12-14T02:14:01.220000,1.0
675,35.6615,-117.5166,7.36,2000-12-14T02:15:01.240000,1.0
676,36.0570,-117.8475,4.57,2000-12-14T02:16:01.140000,1.0
677,35.6861,-117.5380,7.38,2000-12-14T02:17:01.220000,1.0
678,35.6387,-117.4329,6.24,2000-12-14T02:18:01.150000,1.0
679,35.9163,-117.7049,6.87,2000-12-14T02:19:01.130000,1.0
680,35.7537,-117.5685,8.22,2000-12-14T02:20:01.160000,1.0
681,35.6052,-117.4301,5.46,2000-12-14T02:21:01.180000,1.0
682,35.7692,-117.5477,5.72,2000-12-14T02:22:01.130000,1.0
683,35.9020,-117.6999,7.17,2000-12-14T02:23:01.140000,1.0
684,35.6954,-117.4972,4.76,2000-12-14T02:24:01.000000,1.0
685,35.6317,-117.4550,4.89,2000-12-14T02:25:01.120000,1.0
686,35.6350,-117.4353,4.05,2000-12-14T02:26:01.110000,1.0
687,35.7139,-117.5524,4.77,2000-12-14T02:27:01.090000,1.0
688,35.5877,-117.4304,5.66,2000-12-14T02:28:01.260000,1.0
689,35.5782,-117.6143,3.23,2000-12-14T02:29:01.030000,1.0
690,35.6602,-117.4422,3.38,2000-12-14T02:30:01.140000,1.0
691,35.8996,-117.6723,8.11,2000-12-14T02:31:01.130000,1.0
692,35.7125,-117.5066,5.36,2000-12-14T02:32:01.050000,1.0
693,35.6956,-117.4981,5.74,2000-12-14T02:33:01.070000,1.0
694,36.0640,-117.8339,3.92,2000-12-14T02:34:01.180000,1.0
695,35.9584,-117.6577,5.31,2000-12-14T02:35:01.130000,1.0
696,35.6702,-117.5216,7.06,2000-12-14T02:36:01.250000,1.0
697,36.0544,-117.8441,3.63,2000-12-14T02:37:01.120000,1.0
698,35.6933,-117.5195,5.32,2000-12-14T02:38:01.170000,1.0
699,35.6144,-117.5762,6.59,2000-12-14T02:39:01.180000,1.0
700,35.6071,-117.4052,6.64,2000-12-14T02:40:01.180000,1.0
701,35.6689,-117.4840,1.54,2000-12-14T02:41:01.060000,1.0
702,35.7405,-117.5501,3.85,2000-12-14T02:42:01.040000,1.0
703,35.5939,-117.4198,6.02,2000-12-14T02:43:01.160000,1.0
704,35.7537,-117.5604,4.41,2000-12-14T02:44:01.020000,1.0
705,35.9001,-117.6639,8.18,2000-12-14T02:45:01.170000,1.0
706,35.6096,-117.4321,5.59,2000-12-14T02:46:01.180000,1.0
707,35.6918,-117.4968,1.18,2000-12-14T02:47:01.000000,1.0
708,35.6169,-117.4371,6.91,2000-12-14T02:48:01.190000,1.0
709,36.0233,-117.8467,4.92,2000-12-14T02:49:01.150000,1.0
710,35.6721,-117.4734,4.31,2000-12-14T02:50:01.080000,1.0
711,35.6770,-117.4714,5.17,2000-12-14T02:51:01.070000,1.0
712,35.6176,-117.4653,4.61,2000-12-14T02:52:01.210000,1.0
713,35.9035,-117.6881,6.86,2000-12-14T02:53:01.150000,1.0
714,35.5839,-117.3489,4.70,2000-12-14T02:54:01.290000,1.0
715,35.9114,-117.7345,5.76,2000-12-14T02:55:01.100000,1.0
716,35.6584,-117.4887,4.76,2000-12-14T02:56:01.030000,1.0
717,35.6532,-117.5036,9.02,2000-12-14T02:57:01.160000,1.0
718,35.8881,-117.6678,7.04,2000-12-14T02:58:01.200000,1.0
719,35.7449,-117.5403,3.16,2000-12-14T02:59:00.970000,1.0
720,35.6082,-117.4297,5.95,2000-12-14T03:00:01.130000,1.0
721,35.9273,-117.7007,5.49,2000-12-14T03:01:01.160000,1.0
722,36.0595,-117.8361,5.21,2000-12-14T03:02:01.200000,1.0
723,35.8948,-117.6824,5.82,2000-12-14T03:03:01.130000,1.0
724,35.6976,-117.5073,6.61,2000-12-14T03:04:01.180000,1.0
725,35.9234,-117.7114,6.32,2000-12-14T03:05:01.170000,1.0
726,35.6145,-117.4601,5.70,2000-12-14T03:06:01.220000,1.0
727,35.6367,-117.4300,3.22,2000-12-14T03:07:01.140000,1.0
728,35.8317,-117.6304,5.38,2000-12-14T03:08:01.250000,1.0
729,35.6667,-117.4860,1.99,2000-12-14T03:09:01.060000,1.0
730,35.9294,-117.7066,5.57,2000-12-14T03:10:01.130000,1.0
731,35.9081,-117.6636,5.32,2000-12-14T03:11:01.100000,1.0
732,35.9163,-117.6631,5.52,2000-12-14T03:12:01.070000,1.0
733,35.6753,-117.4779,2.49,2000-12-14T03:13:00.950000,1.0
734,35.6763,-117.4843,1.20,2000-12-14T03:14:01.060000,1.0
735,35.9843,-117.6744,4.85,2000-12-14T03:15:01.190000,1.0
736,35.9127,-117.6682,5.55,2000-12-14T03:16:01.120000,1.0
737,35.8711,-117.6814,8.98,2000-12-14T03:17:01.120000,1.0
738,35.8912,-117.6715,4.56,2000-12-14T03:18:01.270000,1.0
739,35.9389,-117.6931,5.16,2000-12-14T03:19:01.140000,1.0
740,35.8878,-117.7251,9.13,2000-12-14T03:20:01.090000,1.0
741,35.6758,-117.4530,7.11,2000-12-14T03:21:01.090000,1.0
742,35.9213,-117.7219,7.66,2000-12-14T03:22:01.130000,1.0
743,36.0508,-117.8553,2.87,2000-12-14T03:23:01.370000,1.0
744,35.6717,-117.4805,2.47,2000-12-14T03:24:01.060000,1.0
745,35.6446,-117.4390,3.95,2000-12-14T03:25:01.080000,1.0
746,35.9183,-117.6874,5.64,2000-12-14T03:26:01.110000,1.0
747,35.6353,-117.4329,3.82,2000-12-14T03:27:01.110000,1.0
748,35.8682,-117.7040,6.37,2000-12-14T03:28:01.210000,1.0
749,36.0261,-117.8575,3.63,2000-12-14T03:29:01.130000,1.0
750,35.8844,-117.6777,7.77,2000-12-14T03:30:01.180000,1.0
751,35.6381,-117.4325,4.88,2000-12-14T03:31:01.230000,1.0
752,35.6298,-117.4394,3.16,2000-12-14T03:32:01.170000,1.0
753,35.6560,-117.4868,3.55,2000-12-14T03:33:01.040000,1.0
754,35.9475,-117.6786,5.29,2000-12-14T03:34:01.020000,1.0
755,35.6255,-117.4392,5.94,2000-12-14T03:35:01.220000,1.0
756,35.9206,-117.7212,6.18,2000-12-14T03:36:01.250000,1.0
757,35.8884,-117.7009,5.71,2000-12-14T03:37:01.160000,1.0
758,35.6737,-117.5170,3.77,2000-12-14T03:38:01.110000,1.0
759,35.5647,-117.3125,5.82,2000-12-14T03:39:01.250000,1.0
760,35.9555,-117.6966,6.78,2000-12-14T03:40:01.170000,1.0
761,35.8858,-117.6942,7.06,2000-12-14T03:41:01.230000,1.0
762,35.9346,-117.6828,5.60,2000-12-14T03:42:01.100000,1.0
763,35.7332,-117.5246,5.41,2000-12-14T03:43:01.020000,1.0
764,35.8966,-117.6895,7.22,2000-12-14T03:44:01.180000,1.0
765,35.9124,-117.6893,5.55,2000-12-14T03:45:01.140000,1.0
766,35.9498,-117.6802,4.99,2000-12-14T03:46:01.100000,1.0
767,35.9693,-117.6566,4.42,2000-12-14T03:47:01.110000,1.0
768,35.6673,-117.5201,5.90,2000-12-14T03:48:01.130000,1.0
769,35.7038,-117.5556,8.22,2000-12-14T03:49:01.190000,1.0
770,36.0542,-117.8566,5.31,2000-12-14T03:50:01.240000,1.0
771,35.6279,-117.4476,5.16,2000-12-14T03:51:01.100000,1.0
772,35.8867,-117.6876,7.29,2000-12-14T03:52:01.180000,1.0
773,35.9373,-117.6614,5.22,2000-12-14T03:53:01.160000,1.0
774,35.9274,-117.6782,5.34,2000-12-14T03:54:01.120000,1.0
775,35.6356,-117.4272,5.42,2000-12-14T03:55:01.100000,1.0
776,35.9055,-117.7477,6.89,2000-12-14T03:56:01.180000,1.0
777,35.8679,-117.6722,7.37,2000-12-14T03:57:01.150000,1.0
778,35.6450,-117.4394,6.51,2000-12-14T03:58:01.140000,1.0
779,35.9773,-117.6570,5.16,2000-12-14T03:59:01.080000,1.0
780,35.9147,-117.6850,5.61,2000-12-14T04:00:01.150000,1.0
781,35.9486,-117.6752,6.60,2000-12-14T04:01:01.300000,1.0
782,35.9088,-117.6897,10.29,2000-12-14T04:02:01.110000,1.0
783,35.9419,-117.6848,5.40,2000-12-14T04:03:01.090000,1.0
784,35.9019,-117.6923,6.04,2000-12-14T04:04:01.160000,1.0
785,35.5986,-117.5900,2.28,2000-12-14T04:05:00.890000,1.0
786,35.6625,-117.5274,8.39,2000-12-14T04:06:01.320000,1.0
787,35.8996,-117.6667,5.75,2000-12-14T04:07:01.140000,1.0
788,35.6088,-117.5754,3.66,2000-12-14T04:08:01.080000,1.0
789,35.9516,-117.6776,5.19,2000-12-14T04:09:01.060000,1.0
790,35.8657,-117.6916,5.65,2000-12-14T04:10:01.190000,1.0
791,35.8984,-117.6866,7.02,2000-12-14T04:11:01.150000,1.0
792,35.6885,-117.4698,4.16,2000-12-14T04:12:01.060000,1.0
793,35.6905,-117.4741,3.92,2000-12-14T04:13:01.030000,1.0
794,36.0671,-117.8438,3.66,2000-12-14T04:14:01.070000,1.0
795,36.0540,-117.8519,4.01,2000-12-14T04:15:01.020000,1.0
796,36.0592,-117.8584,4.93,2000-12-14T04:16:01.070000,1.0
797,35.7011,-117.5790,6.91,2000-12-14T04:17:01.190000,1.0
798,35.7761,-117.5426,5.77,2000-12-14T04:18:01.020000,1.0
799,35.6256,-117.4530,3.16,2000-12-14T04:19:01.220000,1.0
800,36.0735,-117.8343,3.76,2000-12-14T04:20:01.170000,1.0
801,35.9383,-117.6864,5.47,2000-12-14T04:21:01.130000,1.0
802,35.9301,-117.6667,5.12,2000-12-14T04:22:01.050000,1.0
803,35.8680,-117.6806,10.36,2000-12-14T04:23:01.110000,1.0
804,35.8913,-117.7262,7.32,2000-12-14T04:24:01.200000,1.0
805,35.8757,-117.7020,5.70,2000-12-14T04:25:01.150000,1.0
806,35.7064,-117.4996,4.33,2000-12-14T04:26:01.010000,1.0
807,36.0460,-117.8481,3.28,2000-12-14T04:27:01.020000,1.0
808,35.9664,-117.6686,6.49,2000-12-14T04:28:01.260000,1.0
809,35.6323,-117.4302,4.01,2000-12-14T04:29:01.120000,1.0
810,35.6982,-117.5228,6.77,2000-12-14T04:30:01.190000,1.0
811,35.9080,-117.7248,5.83,2000-12-14T04:31:01.150000,1.0
812,35.9269,-117.7110,6.56,2000-12-14T04:32:01.240000,1.0
813,35.6265,-117.4481,5.17,2000-12-14T04:33:01.160000,1.0
814,35.5999,-117.3972,7.26,2000-12-14T04:34:01.160000,1.0
815,35.9323,-117.6830,6.21,2000-12-14T04:35:01.320000,1.0
816,35.6110,-117.4738,4.48,2000-12-14T04:36:01.170000,1.0
817,35.9005,-117.7121,6.16,2000-12-14T04:37:01.230000,1.0
818,35.7214,-117.5470,4.96,2000-12-14T04:38:01.060000,1.0
819,35.6957,-117.5155,5.70,2000-12-14T04:39:01.080000,1.0
820,35.8694,-117.6997,10.86,2000-12-14T04:40:01.100000,1.0
821,35.6478,-117.4597,6.60,2000-12-14T04:41:01.160000,1.0
822,35.7005,-117.4977,6.40,2000-12-14T04:42:01.090000,1.0
823,35.6888,-117.4925,7.45,2000-12-14T04:43:01.270000,1.0
824,35.9144,-117.6980,6.21,2000-12-14T04:44:01.200000,1.0
825,35.5810,-117.3498,5.19,2000-12-14T04:45:01.350000,1.0
826,35.9687,-117.6524,5.15,2000-12-14T04:46:01.100000,1.0
827,35.6098,-117.4062,6.88,2000-12-14T04:47:01.210000,1.0
828,35.9133,-117.6879,5.70,2000-12-14T04:48:01.100000,1.0
829,35.6096,-117.3912,6.26,2000-12-14T04:49:01.230000,1.0
830,35.6944,-117.5196,6.79,2000-12-14T04:50:01.170000,1.0
831,35.6662,-117.4699,4.53,2000-12-14T04:51:01.060000,1.0
832,35.6801,-117.4788,3.46,2000-12-14T04:52:00.980000,1.0
833,35.9333,-117.6996,5.65,2000-12-14T04:53:01.130000,1.0
834,35.6293,-117.4457,5.55,2000-12-14T04:54:01.140000,1.0
835,35.6804,-117.4880,1.68,2000-12-14T04:55:01.050000,1.0
836,35.6847,-117.4821,5.32,2000-12-14T04:56:01.060000,1.0
837,35.6014,-117.4344,7.53,2000-12-14T04:57:01.140000,1.0
838,35.7165,-117.5169,3.97,2000-12-14T04:58:00.990000,1.0
839,35.6750,-117.4939,2.25,2000-12-14T04:59:01.090000,1.0
840,35.7362,-117.5483,7.49,2000-12-14T05:00:01.150000,1.0
841,35.8879,-117.6980,6.13,2000-12-14T05:01:01.260000,1.0
842,36.0601,-117.8484,4.94,2000-12-14T05:02:01.140000,1.0
843,35.9895,-117.6662,3.70,2000-12-14T05:03:01.170000,1.0
844,35.9108,-117.6803,6.48,2000-12-14T05:04:01.160000,1.0
845,35.6736,-117.4740,4.14,2000-12-14T05:05:01.050000,1.0
846,35.6833,-117.4918,1.36,2000-12-14T05:06:01.040000,1.0
847,35.6082,-117.4702,3.62,2000-12-14T05:07:01.170000,1.0
848,35.8612,-117.6716,9.94,2000-12-14T05:08:01.150000,1.0
849,35.5732,-117.3492,5.67,2000-12-14T05:09:01.280000,1.0
850,35.9132,-117.6759,5.22,2000-12-14T05:10:01.110000,1.0
851,35.7068,-117.5422,6.64,2000-12-14T05:11:01.140000,1.0
852,35.6080,-117.3938,6.62,2000-12-14T05:12:01.200000,1.0
853,36.0197,-117.8591,4.02,2000-12-14T05:13:01.110000,1.0
854,36.0735,-117.8445,4.41,2000-12-14T05:14:01.120000,1.0
855,35.9050,-117.6720,5.34,2000-12-14T05:15:01.120000,1.0
856,35.7505,-117.5647,5.58,2000-12-14T05:16:01.090000,1.0
857,35.6709,-117.5057,5.09,2000-12-14T05:17:01.060000,1.0
858,35.9260,-117.6947,5.74,2000-12-14T05:18:01.180000,1.0
859,36.0650,-117.8295,5.34,2000-12-14T05:19:01.410000,1.0
860,35.6701,-117.5067,7.28,2000-12-14T05:20:01.230000,1.0
861,35.6850,-117.5084,6.48,2000-12-14T05:21:01.180000,1.0
862,35.9245,-117.6843,6.02,2000-12-14T05:22:01.160000,1.0
863,35.6650,-117.5241,6.48,2000-12-14T05:23:01.170000,1.0
864,35.6648,-117.4757,5.56,2000-12-14T05:24:01.170000,1.0
865,35.6735,-117.4859,5.05,2000-12-14T05:25:01.090000,1.0
866,35.8955,-117.7064,9.03,2000-12-14T05:26:01.150000,1.0
867,35.9689,-117.6643,5.24,2000-12-14T05:27:01.230000,1.0
868,35.6908,-117.4779,5.24,2000-12-14T05:28:01.020000,1.0
869,35.5818,-117.3491,5.47,2000-12-14T05:29:01.250000,1.0
870,35.9152,-117.6926,6.03,2000-12-14T05:30:01.140000,1.0
871,35.6780,-117.4729,4.46,2000-12-14T05:31:01.010000,1.0
872,36.0547,-117.8563,5.02,2000-12-14T05:32:01.140000,1.0
873,35.6690,-117.4944,4.77,2000-12-14T05:33:01.090000,1.0
874,35.9067,-117.6778,5.38,2000-12-14T05:34:01.130000,1.0
875,35.9121,-117.6947,5.93,2000-12-14T05:35:01.190000,1.0
876,35.9152,-117.6710,3.92,2000-12-14T05:36:01.140000,1.0
877,35.6474,-117.4390,5.75,2000-12-14T05:37:01.150000,1.0
878,35.6698,-117.4863,1.21,2000-12-14T05:38:01.060000,1.0
879,35.5682,-117.3212,4.43,2000-12-14T05:39:01.250000,1.0
880,35.5758,-117.6177,4.51,2000-12-14T05:40:01.060000,1.0
881,35.9041,-117.6948,7.88,2000-12-14T05:41:01.140000,1.0
882,35.7098,-117.5290,6.58,2000-12-14T05:42:01.150000,1.0
883,35.9052,-117.6704,5.72,2000-12-14T05:43:01.110000,1.0
884,35.6255,-117.4389,6.18,2000-12-14T05:44:01.160000,1.0
885,35.8713,-117.6995,6.51,2000-12-14T05:45:01.160000,1.0
886,35.7454,-117.5265,5.37,2000-12-14T05:46:01.050000,1.0
887,35.9472,-117.6836,5.03,2000-12-14T05:47:01.060000,1.0
888,35.9351,-117.6876,5.76,2000-12-14T05:48:01.220000,1.0
889,35.6755,-117.5337,7.99,2000-12-14T05:49:01.150000,1.0
890,36.0293,-117.8663,3.90,2000-12-14T05:50:01.340000,1.0
891,35.7125,-117.4976,5.48,2000-12-14T05:51:01.030000,1.0
892,35.7227,-117.5476,7.29,2000-12-14T05:52:01.180000,1.0
893,35.7614,-117.5585,6.58,2000-12-14T05:53:01.140000,1.0
894,35.9308,-117.7089,6.73,2000-12-14T05:54:01.170000,1.0
895,35.9715,-117.6479,4.53,2000-12-14T05:55:01.090000,1.0
896,35.6811,-117.5311,6.35,2000-12-14T05:56:01.130000,1.0
897,35.7301,-117.5457,7.22,2000-12-14T05:57:01.180000,1.0
898,35.7263,-117.5222,4.34,2000-12-14T05:58:01.040000,1.0
899,35.5677,-117.3203,5.32,2000-12-14T05:59:01.230000,1.0
900,35.8979,-117.6899,7.41,2000-12-14T06:00:01.120000,1.0
901,35.9276,-117.7105,5.58,2000-12-14T06:01:01.150000,1.0
902,35.9104,-117.7152,6.58,2000-12-14T06:02:01.180000,1.0
903,35.9189,-117.6864,5.38,2000-12-14T06:03:01.130000,1.0
904,35.5904,-117.5873,2.86,2000-12-14T06:04:00.930000,1.0
905,35.9098,-117.6917,6.11,2000-12-14T06:05:01.140000,1.0
906,35.8724,-117.6978,7.65,2000-12-14T06:06:01.140000,1.0
907,35.6053,-117.3935,6.87,2000-12-14T06:07:01.170000,1.0
908,35.9151,-117.7142,8.09,2000-12-14T06:08:01.130000,1.0
909,35.6871,-117.4709,4.06,2000-12-14T06:09:01.030000,1.0
910,35.6299,-117.4382,5.63,2000-12-14T06:10:01.150000,1.0
911,36.0659,-117.8156,3.75,2000-12-14T06:11:01.240000,1.0
912,35.6156,-117.4032,5.76,2000-12-14T06:12:01.070000,1.0
913,36.0665,-117.8385,5.05,2000-12-14T06:13:01.210000,1.0
914,35.8987,-117.6692,5.74,2000-12-14T06:14:01.150000,1.0
915,35.8914,-117.6697,10.22,2000-12-14T06:15:01.040000,1.0
916,35.6904,-117.4698,4.11,2000-12-14T06:16:01.030000,1.0
917,35.8951,-117.6854,6.87,2000-12-14T06:17:01.220000,1.0
918,35.9135,-117.7319,6.36,2000-12-14T06:18:01.150000,1.0
919,35.9317,-117.6831,5.74,2000-12-14T06:19:01.090000,1.0
920,35.7535,-117.5509,4.07,2000-12-14T06:20:01.030000,1.0
921,36.0394,-117.8448,5.35,2000-12-14T06:21:01.320000,1.0
922,35.5800,-117.6163,4.53,2000-12-14T06:22:01.080000,1.0
923,36.0587,-117.8438,4.76,2000-12-14T06:23:01.280000,1.0
924,35.9043,-117.7192,7.43,2000-12-14T06:24:01.150000,1.0
925,35.9240,-117.7175,5.62,2000-12-14T06:25:01.160000,1.0
926,35.8860,-117.6526,7.03,2000-12-14T06:26:01.260000,1.0
927,35.9280,-117.6849,7.68,2000-12-14T06:27:01.240000,1.0
928,35.7410,-117.5528,3.84,2000-12-14T06:28:01.030000,1.0
929,35.8954,-117.7077,8.82,2000-12-14T06:29:01.110000,1.0
930,35.7523,-117.5677,5.41,2000-12-14T06:30:01.110000,1.0
931,36.0399,-117.8641,3.76,2000-12-14T06:31:01.150000,1.0
932,35.6861,-117.4931,4.65,2000-12-14T06:32:01.080000,1.0
933,35.9155,-117.7251,5.73,2000-12-14T06:33:01.150000,1.0
934,35.9617,-117.6952,5.49,2000-12-14T06:34:01.110000,1.0
935,35.6456,-117.4483,2.17,2000-12-14T06:35:01.090000,1.0
936,35.6644,-117.5061,6.93,2000-12-14T06:36:01.300000,1.0
937,36.0560,-117.8370,5.07,2000-12-14T06:37:01.200000,1.0
938,35.9696,-117.6540,4.59,2000-12-14T06:38:01.110000,1.0
939,35.7164,-117.5472,5.18,2000-12-14T06:39:01.080000,1.0
940,35.5860,-117.3599,4.99,2000-12-14T06:40:01.270000,1.0
941,35.8848,-117.7074,5.70,2000-12-14T06:41:01.140000,1.0
942,35.8885,-117.6559,7.14,2000-12-14T06:42:01.200000,1.0
943,35.8847,-117.6863,6.74,2000-12-14T06:43:01.190000,1.0
944,35.7532,-117.5414,4.85,2000-12-14T06:44:01.010000,1.0
945,35.7249,-117.5338,3.76,2000-12-14T06:45:00.990000,1.0
946,35.6861,-117.4994,5.58,2000-12-14T06:46:01.090000,1.0
947,35.6828,-117.4729,3.96,2000-12-14T06:47:01.100000,1.0
948,36.0530,-117.8408,2.63,2000-12-14T06:48:01.080000,1.0
949,35.8681,-117.6587,8.98,2000-12-14T06:49:01.130000,1.0
950,35.8828,-117.6827,5.77,2000-12-14T06:50:01.180000,1.0
951,35.6202,-117.4029,6.03,2000-12-14T06:51:01.320000,1.0
952,35.9140,-117.6857,5.70,2000-12-14T06:52:01.140000,1.0
953,35.5738,-117.6051,4.31,2000-12-14T06:53:01.070000,1.0
954,35.6553,-117.4923,4.83,2000-12-14T06:54:01.090000,1.0
955,35.6901,-117.4933,4.04,2000-12-14T06:55:01.060000,1.0
956,35.8915,-117.6679,8.15,2000-12-14T06:56:01.110000,1.0
957,35.9297,-117.7063,5.58,2000-12-14T06:57:01.140000,1.0
958,35.9266,-117.6935,5.91,2000-12-14T06:58:01.100000,1.0
959,35.7480,-117.5546,4.64,2000-12-14T06:59:01.030000,1.0
960,35.7343,-117.5535,3.35,2000-12-14T07:00:01.050000,1.0
961,35.6032,-117.5756,4.33,2000-12-14T07:01:01.190000,1.0
962,35.9192,-117.7127,7.44,2000-12-14T07:02:01.120000,1.0
963,35.5898,-117.3571,5.20,2000-12-14T07:03:01.500000,1.0
964,35.7617,-117.5590,6.17,2000-12-14T07:04:01.140000,1.0
965,35.6749,-117.5155,7.36,2000-12-14T07:05:01.240000,1.0
966,35.6027,-117.4318,6.09,2000-12-14T07:06:01.130000,1.0
967,35.9421,-117.6869,5.51,2000-12-14T07:07:01.140000,1.0
968,35.7161,-117.5411,4.60,2000-12-14T07:08:01.090000,1.0
969,35.6748,-117.4846,4.49,2000-12-14T07:09:01.050000,1.0
970,35.6693,-117.5100,6.85,2000-12-14T07:10:01.230000,1.0
971,35.6632,-117.4586,5.15,2000-12-14T07:11:01.090000,1.0
972,35.6689,-117.4860,2.12,2000-12-14T07:12:01.040000,1.0
973,35.9149,-117.6755,5.56,2000-12-14T07:13:01.120000,1.0
974,35.6150,-117.5870,4.04,2000-12-14T07:14:01.270000,1.0
975,35.7325,-117.5317,5.60,2000-12-14T07:15:01.100000,1.0
976,35.6859,-117.5222,5.69,2000-12-14T07:16:01.100000,1.0
977,35.7033,-117.5077,6.66,2000-12-14T07:17:01.170000,1.0
978,35.6676,-117.4776,5.22,2000-12-14T07:18:01.080000,1.0
979,35.6023,-117.5822,3.87,2000-12-14T07:19:01.180000,1.0
980,35.9179,-117.7215,5.85,2000-12-14T07:20:01.180000,1.0
981,35.6480,-117.4595,3.45,2000-12-14T07:21:01.130000,1.0
982,35.9405,-117.6829,5.24,2000-12-14T07:22:01.090000,1.0
983,35.6945,-117.5213,5.67,2000-12-14T07:23:01.160000,1.0
984,35.8893,-117.7355,7.45,2000-12-14T07:24:01.120000,1.0
985,35.6790,-117.4825,4.81,2000-12-14T07:25:01.060000,1.0
986,35.9166,-117.6786,5.60,2000-12-14T07:26:01.180000,1.0
987,35.6576,-117.5192,7.20,2000-12-14T07:27:01.230000,1.0
988,35.6538,-117.4595,2.21,2000-12-14T07:28:01.030000,1.0
989,36.0672,-117.8376,2.96,2000-12-14T07:29:01.150000,1.0
990,35.8704,-117.6826,9.93,2000-12-14T07:30:01.080000,1.0
991,35.7523,-117.5614,6.34,2000-12-14T07:31:01.170000,1.0
992,35.8226,-117.6262,5.08,2000-12-14T07:32:01.270000,1.0
993,35.9272,-117.6834,5.24,2000-12-14T07:33:01.150000,1.0
994,35.6718,-117.4719,3.66,2000-12-14T07:34:01.050000,1.0
995,35.8740,-117.6869,6.77,2000-12-14T07:35:01.200000,1.0
996,35.9532,-117.6787,5.35,2000-12-14T07:36:01.080000,1.0
997,35.9294,-117.6875,5.50,2000-12-14T07:37:01.070000,1.0
998,35.9260,-117.6804,5.58,2000-12-14T07:38:01.110000,1.0
999,35.7048,-117.4987,5.47,2000-12-14T07:39:01.090000,1.0
1000,35.6570,-117.4855,5.53,2000-12-14T07:40:01.110000,1.0
